Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Harika Dronavalli,,,[[India]],,,,{{Birth date and age|1991|1|12|df|=|yes}},,"[[Gorantla, Guntur district|Gorantla]], [[Guntur district|Guntur]], [[Andhra Pradesh]], India",,,,,Harika_Dronavalli.jpg,,,,,[[Grandmaster (chess)|Grandmaster]] (2011),,,,Dronavalli Harika,,,,,
Harika Veludurthi,,,{{IND}},,,,{{birth date and age|df|=|yes|1998|9|11}},,"[[Tanuku]], [[West Godavari district]], [[Andhra Pradesh]], [[India]]",,,,,,,,,,,,,,,,,,,
Harleen Kaur Deol,,,India,,,,{{birth date and age|1998|06|21|df|=|yes}},,"[[Chandigarh]], India",,,,,,,,,,,,,,,,,,,
Harmanpreet Kaur Bhullar,,,India,,,,{{birth date and age|1989|03|08|df|=|y}},,"[[Moga, Punjab|Moga]], [[Punjab (India)|Punjab]], India",,,,,File:2020 ICC W T20 WC I v B 02-24 Kaur (01).jpg,,,,,,,,,,,,,,
Harpreet Gill,,,,,,,{{birth date and age|1958|10|28|df|=|yes}},,,,,,,,,,,,,,,,,Indian,,,,
Harshita Tomar,,,,,,,{{birth date and age|2002|3|2|df|=|yes}},,"[[Hoshangabad]] , [[Madhya Pradesh]]",,,,,,,,,,,,,,,{{IND}},{{convert|56|kg|lb|0|abbr|=|on}},{{height|cm|=|163|abbr|=|on}},,
Harveen Srao,,,{{IND}},,,,,,,,,,,,,,,,,,,,,[[India]]n,,,,
Heena Sidhu,,[[Sportsperson|Sportsman]] ([[Shooting|Shooter]]),,,,{{Marriage|[[Ronak Pandit]]|7 February 2013}},{{Birth date and age|df|=|yes|1989|8|29}},,"[[Ludhiana]], [[Punjab, India]]",,,,,"Heena Sidhu, promo for 2014 CWG.jpg",,,,,,,,[[Bachelor of Dental Surgery]],,[[India]]n,{{convert|50.5|kg|lb|abbr|=|on}} ( {{As of|April 2013}} ),{{convert|163|cm|ftin|abbr|=|on}} ( {{As of|April 2013}} ),,
Heigrujam Daya Devi,,,,,,,{{Birth date and age|2000|4|4|df|=|y}},,"[[Thoubal]], [[Manipur]], India",,,,,,,,,,,,,,,,,,,
Helen Giri Syiem,,Musicologist<br>Historian,,,,,,,"[[Meghalaya]], India",,,[[Khasi people|Khasi]] music,,,,,,,,,[[Padma Shri]],,,,,,,
Hema Upadhyay,,,,,,,{{birth year|1972}},{{death date and age|2015|12|11|1972|df|=|y}},"[[Vadodra]], [[Gujarat]], [[India]]","[[Mumbai]], [[Maharashtra]], [[India]]",,,,Hema Upadhyaydream a wish wish a dream Ivam.jpg,,,,,,,,"BFA in painting and MFA in print making from [[Maharaja Sayajirao University of Baroda]], 1997",Hema Hirani,,,,,
Hemlata Kala,,,India,,,,{{Birth date and age|1975|8|15|df|=|yes}},,"[[Agra]], India",,,,,,,,,,,,,,,,,,,
Hemlata Talesra,,,,,,Padam Singh Talesra,{{birth date and age|1944|7|1|df|=|y}},,"[[Udaipur]], [[Ajmir Province]], [[British Raj|British India]] <br/> (present-day [[Udaipur]], [[Rajasthan]], [[India]])",,,,,Prof. (Dr.) Hemlata Talesra.jpg,,,,,,,Global Peace Leadership Award (2019)<br/>Life Time Achievement Award (2016)<br>Vinoba Bhave Peace Award (2000),,,[[Indian people|Indian]],,,,
"<span style=""background-color: rgb(254, 252, 224);"">Hetal </span> dave",,,India,,,,,,,,,,,हेतल दवे.jpeg,,,,,,,,,,Indian,,,,
Himanshi Shelat,,Short story writer,,,,Vinod Meghani (1995 - 2009),{{Birth date and age|df|=|yes|1947|1|8}},,"[[Surat]], [[Gujarat]]",,,,''Andhari Galima Safed Tapakan'' (1992),Himanshi Shelat.jpg,,,હિમાંશી ઇન્દુલાલ શેલત,Himanshi Shelat autograph.jpg,,,[[Sahitya Akadami Award]] (1996),"[[Master of Arts|M.A.]], [[Doctor of Philosophy|Ph.D]]",Himanshi Indulal Shelat,[[India]]n,,,,
Hnialum Lalruatfeli,,,India,,,,{{birth date and age|mf|=|yes|1996|7|15}},,"[[Mizoram]], India",,,,,,,,,,,,,,,{{IND}},,,,
Hufrish Nariman,,,[[India]],,,,,,,,,,,,,,,,,,,,,,,,,
Ila Patnaik,,[[Economist]],,,,Ajay Patnaik,,,"New Delhi, India",,,,,,,"Megha Patnaik, Ayush Patnaik",,,,,,,,,,,,
Iloosh Ahluwalia,,,,,,,,,,,,,,,,,,,,,,"Lawrence School, Sanawar",,India,,,,
Indera Paul Singh,,Anthropologist,,,,,{{birth date|1928|01|20}},{{death date and age|2016|09|27|1928|02|20}},,,,,,Indera Paul Singh (anthropologist).png,,,,,,,,[[Doctor of Philosophy]],,Indian,,,,
Inderjit Kaur Barthakur,,Civil servant<br>Economist<br>Writer,,,,,,,"[[Meghalaya]], India",,,,,,,,,,,,[[Padma Shri]]<br>[[Padma Bhushan]]<br>Mahila Shiromani Award<br>International Women Award<br>Bharat Jyoti Award<br>Indira Priyadarshini Award,,,,,,,
Indira Jaising,,[[Lawyer]],,,,,{{Birth year and age|1940}},,"[[Mumbai]], [[India]]",,,human rights and gender equality activism,,,,,,,,,,,,[[India]]n,,,,
Indira Joseph Venniyoor,,Radio broadcaster,,,,{{marriage|E. M. J. Venniyoor|1954|1984|end|=|d}},{{birth based on age as of date|94|df|=|y|2020|12|29|noage|=|1}},{{Death date and given age|df|=|y|2020|12|29|94}},"[[Travancore]], [[British India]]","[[Poojappura]], [[Kerala]], India",,,,,,3,,,,,,,Indira Poduval,,,,,
Indira Miri,,,,,,Mohi Chandra Miri,1910,4 September 2004,"[[Shillong]], [[Assam]], India","Silpukhuri, Guwahati, Assam, India",,,,,,"Utpal, [[Mrinal Miri]] and a daughter",,,,,[[Padma Shri]]<br>Sankardev Award,,,,,,,
Indira Viswanathan Peterson,,[[South Asian]] studies,,,,,,,"[[Mumbai]], [[India]]",,,,''Poems to Siva: The Hymns of the Tamil Saints'',,,,,,,,,,,[[India]] & [[United States]],,,,
Indrani Tarun Roy,,,India,,,,{{birth date and age|1997|9|5|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Indu Menon,,,,,,[[Rupesh Paul]],{{birth-date and age|13 June 1980}},,[[Calicut]],,,,,Indu Menon.JPG,,"Gowry Maria,Adithya,",,,,,,,,,,,,
Indu Puri,,,,,,,{{Birth date and age|df|=|yes|1953|09|14}},,Kolkata,,,,,,,,,,,,,,,India,,,,
Indu Shahani,,Educator,,,,Ranjit Shahani,{{birth date and age|1955|07|17|df|=|yes}},,,,,,,,,1,,,Former [[Sheriff of Mumbai]],,,[[PhD]] in Commerce,,Indian,,,,
Indumathi Kathiresan,,,,,,,{{Birth date and age|1994|6|5|df|=|y}},,"[[Cuddalore]], [[Tamil Nadu]], India",,,,,,,,,,,,,,,,,,,
Indumati Babuji Patankar,,,,,,,{{birth date|df|=|yes|1925|9|15}},{{death date and age|df|=|yes|2017|7|14|1925|9|15}},[[Indoli]],,,,,Indutai.jpg,,,,,,,,[[High School and Education College]],,[[India]]n,,,,
Iqra Rasool,,,India,,,,{{birth date and age|2000|08|15|df|=|y}},,"[[Jammu and Kashmir (state)|Jammu & Kashmir]], India",,,,,,,,,,,,,,,,,,,
Ira Trivedi,,"Author, columnist, yoga teacher",,,,,{{Birth year and age|1984}},,"[[Lucknow]], [[Uttar Pradesh]], India",,,,''India in Love: Marriage and Sexuality in the 21st century''<br/> ''What Would You Do to Save the World?''<br />  ''The Great Indian Love Story''<br/> ''There's No Love on Wall Street'',"Ira Trivedi, May 2012-2.jpg",{{URL|https://www.iratrivedi.in/}},,,,,,,,,,,,,
Irawati Karve,,[[Anthropology|Anthropologist]],,,,Dinkar Dhondo Karve,15 December 1905,11 August 1970,[[Burma]],,,,,Irawati Karve.jpg,,,,,,,,,,,,,,
Irom Prameshwori Devi,,,,,,,{{birth date and age|df|=|yes|1989|5|1}},,"[[Imphal]], [[Manipur]], India",,,,,,,,,,,,,,,,,,,
Isha Basant Joshi,,"Civil Servant, author",,,,,{{birth date|df|=|yes|1908|12|31}},,[[Lucknow]],,,,,,,,,,,,,[[La Martiniere Lucknow|La Martiere Girls]] [[Lucknow University]],,,,,,
Isha Lakhani <br /> ईशा लखानी,,,{{IND}},,,,{{Birth date and age|1985|4|29|df|=|y}},,Mumbai,,,,,,,,,,,,,,,,,,,
Isher Judge Ahluwalia,,,,,,[[Montek Singh Ahluwalia]],{{Birth date|1945|10|01|df|=|y}},{{Death date and age|2020|09|26|1945|10|01|df|=|y}},,,,,,Isher Judge Ahluwalia.png,,,,,,,[[Padma Bhushan]] (2009),,,,,,,
Ismat Chughtai,,{{hlist|Writer|filmmaker|essayist}},,,,[[Shaheed Latif]] (1942–1967),{{Birth date|df|=|yes|1915|08|21}},{{death date and age|df|=|yes|1991|10|24|1915|08|15}},"[[Budaun]], [[United Provinces of Agra and Oudh|United Provinces]], [[British India]]","[[Mumbai]], [[India]]",,,[[List of works by Ismat Chughtai|Works of Ismat Chughtai]],IsmatChughtaiPic.jpg,,Seema Sawhny<br/> Sabrina Lateef,,,,,,,,Indian,,,,
Ivana Maria Furtado,,,India,,,,{{Birth date and age|df|=|yes|1999|3|16}},,,,,,,Ivana Maria Furtado 2007.jpg,,,,,"[[Woman FIDE Master]] (2011) <br>
[[Woman Candidate Master]] (2008)",,,,,,,,,
J. Devika,,Professor,,,,,{{bda|6 May 1968}},,"[[Kollam, Kerala]], India",,,,Kulasthreeyum Chanthappennum Undayathengane,340781234devika.jpg,{{url|https://swatantryavaadini.in}},,ജെ. ദേവിക,,,,,,,,,,,
Javur Jagadeeshappa Shobha,,,{{IND}},,,,{{birth date and age|1978|1|14|df|=|yes}},,"Pashupathihaal, [[Dharwad]], [[Karnataka]], India",,,,,Javur Jagadeeshappa Shobha.jpg,,,,,,,,,,,,,,
Jit Pal Singh Uberoi,,,,,,,,,,,,,,jpsu.jpg,,,,,,,,,,,,,,
JV Manisha Bajaj,,"Actor, producer, Writer, Poetess",,,,[[Devender Kumar Bajaj]] (1993–present),{{Birth date and age|1967|09|19|df|=|yes}},,"[[New Delhi]],",,,,,,,{{unbulleted list|[[Pancham Bajaj]]|Paawan Bajaj}},,,,,,,{{nowrap|Manisha}},,,,,
Jaahnavi Sriperambuduru,,Professional [[Mountaineer]] & [[Guide]] and [[Motivational speaker]],,,,,,,,,,The youngest girl to scale [[Mount Elbrus]] at the age of 13 years 8 months in 2015 and the youngest TEDx Speaker.,,Jaahnavi (cropped) - Jaahnavi Sriperambuduru.jpg,,,,,,,,,,Indian,,,,
Jabamani Tudu,,,,,,,{{birth date and age|2000|4|10|df|=|y}},,[[Odisha]],,,,,,,,,,,,,,,,,,,
Jafreen Shaik Jafreen,,,,,,,{{birth date and age|df|=|yes|1997|09|07}},,"[[Hyderabad]], [[Telangana]], [[India]]",,,,,,,,,,,,,,,,,,,
Jagmati Sangwan,,Human rights activist,,,,,2 January 1960,,,,,,,Jagmati sangwan.jpg,,,,,,,,,,,,,,
Jaishree Misra,,[[Writer]],,,,,,,"[[New Delhi]], India",,,,,Jayasree Misra 2.jpg,,,,,,,,,,Indian,,,,
Jameela Nishat,,"[[Poet]], Editor, Educationalist, [[Feminist]]",,,,,1955,,"[[Hyderabad]], [[Telangana]], [[India]].",,,,,File:Jameela Nishat.JPG,,,,,,,,[[Master of Arts]],,Indian,,,,
Jamuna Boro,,,,,,,{{Birth date and age|1997|5|7|df|=|yes}},,"[[Sonitpur]], [[Assam]], India",,,,,Jamuna Boro.png,,,,,,,,,,Indian,,,,
Justice P. Janaki Amma,,[[Judge]],,,,,{{Birth date|1920|04|22}},{{Death date and age|2005|06|29|1920|04|22}},"[[Thrissur]], [[Cochin state]], [[British India]]","[[Ernakulam]], [[Kerala]]",,Second woman to be a Judge of High Court in [[India]],,Justice Janaki Amma.jpg,,,,,Hon. Justice,,,,Janaki,[[India]]n,,,,
Janaki Venkataraman,,,,,,[[Ramaswamy Venkataraman]],1921,13 August 2010 (aged 89),"[[Bago, Myanmar|Pegu]], Burma (now [[Myanmar]])","[[New Delhi, India]]",,,,Janaki Venkataraman (cropped).jpg,,{{unbulleted list|Padma Venkatraman|Vijaya Ramachandran|[[Lakshmi Venkatesan]]}},,,,,,,,,,,,
Jancy James,,,,,,,,,,,,,,James Jancy.jpg,,,,,,,,,,[[India]]n,,,,
Janet Vidhi,,,{{IND}},,,,{{birth date and age|df|=|y|1995|01|18}},,"New Delhi, India",,,,,janet1.jpg,@janetvidhi,,,,"Career Highlights and Awards
*9th Indian Woman in History to Enter World Top 100 Rankings, April 2017
*India No. 3, November 2017
*Played Semifinal in a PSA 5k tournament in Sarnia, Canada in November 2016
*""Young Achiever Sport"" Indo-Asean Award in 2018",,,,,,55 kg,1.56 m,,
Janice Pariat,,"Writer, poet",,,,,,,"[[Jorhat]], Assam",,,,"[[Boats on Land]], [[Seahorse]], [[The Nine Chambered Heart]]","Janice Pariat an Indian poet and writer , Meghalaya origin India.jpg",{{URL|www.janicepariat.com}},,,,,,,,,,,,,
Janki Goud,,,{{IND}},,,,,,"[[Jabalpur]], [[Madhya Pradesh]], [[India]]",,,,,,,,,,,,,,,,,,,
Jasia Akhtar,,,,,,,{{birth date and age|1988|5|27|df|=|yes}},,"[[Shopian district]], Jammu & Kashmir, India",,,,,,,,,,,,,,,,,,,
Jasmine Simhalan,,"dancer, [[martial artist]], actress, movement analyst, [[choreographer]]",,,,,{{Birth date and age|df|=|yes|1970|11|13}},,"[[Chennai]], India",,,,,Jasmine simhalan mohiniyattam.jpg,[http://www.jasminesimhalan.plus.com Official Jasmine Simhalan website],,,,[[Kalarippayattu]] [[Guru|Gurukkal]],,,,Jasmine Simhalan,,,,,
Jasodhara Bagchi,,,,,,,1937,{{death date and age | df|=|yes |2015|01|09|1937}},,,,,,JasodharaBagchiPic.jpg,,,,,,,,,,[[India]]n,,,,
Jaya Sharma,,,India,,,,{{Birth date and age|1980|9|17|df|=|yes}},,"[[Ghaziabad]], India",,,,,,,,,,,,,,,,,,,
Jaya Thyagarajan,,,,,,,{{birth date|df|=|yes|1956|12|29}},,"[[Coimbatore, Tamil Nadu]], [[India]]",,,,,Jaya Thyagarajan.jpg,,,,,,,,,Jayalakshmi Krishnamurthy,,,,,
Jayashree Ramadas,,,,,,,{{birth year and age|1954}},,"[[Mumbai]], India",,,,,,,,,,"Professor (H), Centre Director",,,,,,,,,
Jayati Ghosh,,,,,,[[Abhijit Sen]],{{birth date and age|df|=|yes|1955|9|16}},,,,,,,Jayati Ghosh.jpg,,,,,,,,,,,,,,
Jayshree Khadilkar Pande,,,[[India]],,,,{{birth date and age|1962|4|25|df|=|y}},,,,,,,Jayshree Khadilkar 1979 Rio.JPG,,,,,[[Woman International Master]] (1979),,,,,,,,,
Jeelani Bano,,Writer,,,,,{{birth date and age|1936|7|14|df|=|y}},,"[[Budaun]], [[Uttar Pradesh]], India",,,"Novel, Short Story",,,,,,,,,[[Padma Shri]]<br>Andhra Pradesh Sahitya Akademi Award<br>Soviet Land Nehru Award<br>Qaumi Haali Award<br> NTR national Literary Award,,,,,,,
Jemimah Ivan Rodrigues,,,India,,,,{{birth date and age|df|=|yes|2000|9|5}},,"[[Mumbai]], [[Maharashtra]], India",,,,,2020 ICC W T20 WC I v B 02-24 Rodrigues (01) (cropped).jpg,,,,,,,,,,,,,,
Jhalkaribai,,,,,,Puran Singh Koli,22 November 1880,4 April 858,"Bhojla village, [[Jhansi State]]","[[Jhansi]], [[Jhansi State]]",,,,File:Statue of Jhalkari Bai.jpg,,,झलकारी बाई,,,,,,,,,,,
Jhano Hansdah,,,{{IND}},,,,{{birth date and age|1975|10|24|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Jhilli Dalabehera,,,Indian,,,,{{Birth date and age|1999|2|3|df|=|y}},,,,,,,,,,,,,,,,,Indian,,,,
Jhulan Nishit Goswami,,,India,,,,{{Birth date and age|1982|11|25|df|=|yes}},,"[[Chakdaha]], [[West Bengal]], [[India]]",,,,,"Jhulan_Goswami_(10_March_2009,_Sydney).jpg",,,,,,,,,,,,,,
Jhumpa Lahiri,,Author,,,,,{{birth date and age|1967|7|11|mf|=|yes}},,"[[London]], [[England]]",,,,"{{plainlist|
* ''[[Interpreter of Maladies]]'' (1999)
* ''[[The Namesake (novel)|The Namesake]]'' (2003)
* ''[[Unaccustomed Earth]]'' (2008) 
* ''[[The Lowland]]'' (2013)}}",Jhumpa Lahiri (2015).png,{{URL|http://www.randomhouse.com/kvpa/jhumpalahiri/}},,,,,,"{{plainlist|
*  1999 [[O. Henry Award]]
*  2000 [[Pulitzer Prize for Fiction]]
*  2021 Dottorato Ad Honorem, [[University of Bologna]]}}",,Nilanjana Sudeshna Lahiri,American,,,,
Jnanadanandini Tagore,,[[Social reformer]],,,,{{marriage |[[Satyendranath Tagore]]|1857}},{{birth date|1850|7|26|df|=|yes}},{{death date and age|1941|10|1|1850|7|26|df|=|yes}},"Narendrapur, [[Jessore district]], [[Bengal presidency]] <br /> {{small|(Present day in [[Bangladesh]])}}",,,,,Jnanadanandini Devi.JPG,,[[Indira Devi Choudhurani]]<br/>[[Surendranath Tagore]],,,,,,,Jnanadanandini Mukhopadhyay,[[British Raj]],,,,
Joopaka Subhadra,,"Author, social activist",,,,,,,"Damaranchepalle, Warangal, Telangana",,,Writings on Dalit women,,Joopaka Subhadra.jpg,,,,,,,,,,,,,,
Joshna Chinappa,,,,,,,{{birth date and age|df|=|yes|1986|9|15}},,"[[Chennai]], India",,,,,Joshna Chinappa (cropped).jpg,,,,,7,,,,,,,,,
Journalist,,,,,,,,,,,,,,Reporter_from_CN8_at_the_Petco_gas_explosion_20050304.jpg,,,,,,,,,,,,,,
Joyoti Basu,,,,,,,{{Birth date and age|df|=|yes|1957|12|17}},,"[[West Bengal]], India",,,Studies on interaction of mycobacteria with host macrophages,,,,,,,,,{{ublist| 1989&nbsp;[[Indian National Science Academy|INSA]] Young Scientist Medal | 2002&nbsp;[[National Bioscience Award for Career Development|N-BIOS Prize]]}},,,[[Indian nationality|Indian]],,,,
Juhi Dewangan,,,{{IND}},,,,{{birth date and age|df|=|yes|1994|5|25}},,,,,,,,,,,,,,,,,,,,,
Jwala Gutta,,,{{IND}},,,,{{birth date and age|df|=|yes|1983|9|7}},,"[[Wardha]], [[Maharashtra]], [[India]]",,,,,Jwala Gutta 2011.jpg,,,,,,,,,Jwala Gutta,,75 kg,1.78m,,
Vennam Jyothi Surekha,,,{{IND}},,,,{{birth date and age|df|=|yes|1996|07|03}},,"[[Vijayawada]], [[Andhra Pradesh]], [[India]]",,,,,Jyothi Surekha Vennam (cropped).jpg,,,,,,,,"[[K L University]], [[Vijayawada]]",,[[India]]n,,,,
Jyoti,,,,,,,{{birth date and age|df|=|yes|1985|12|17}},,"[[Delhi]], [[India]]",,,,,,,,,,,,,,,Indian,{{convert|75|kg}},,,
Jyoti Ann Burrett,,,,,,,{{Birth date and age|1989|9|18|df|=|y}},,"[[Dehradun]], India",,,,,,,,,,,,,,,,,"5'3""",,
Jyoti Arora,,Novelist; blogger,,,,,1977,,,,,,''You Came Like Hope'' (2017); ''Lemon Girl'' (2014),,{{url|jyotiarora.com/}},,,,,,,,,,,,,
Jyoti Kumari,,Student,,,,,{{circa|birth year and age|2005}} {{birth year and age|2005}},,,,,"A {{convert|1,200|km|mi|abbr|=|on|adj|=|on}} bicycle journey during India's COVID-19 lockdown",,Jyoti Kamari aged 16 (cropped).jpg,,,,,,[[Pradhan Mantri Rashtriya Bal Puraskar]] 2021,,,Jyoti Kumari Paswan,[[India]]n,,,,
Jyotirmoyee Devi<br/>জ্যোতির্ময়ী দেবী,,Writer,,,,,23 January 1894,{{death date and age|1988|11|17|1894|1|23|df|=|y}},[[Jaipur]],"[[Kolkata]], [[West Bengal]], [[India]]",,,,,,,,,,,,,,[[India]]n,,,,
Jyotsna Patel,,,India,,,,,,"[[Indore]], [[India]]",,,,,,,,,,,,,,,,,,,
K. Varalakshmi,,Short Story Writer,,,,K. Ram Mohan Rao,{{Birth date and age|df|=|yes|1948|10|24}},,"[[Jaggampeta]], [[East Godavari]], [[Andhra Pradesh]], [[India]]",,,,,,{{URL|telugurachayita.org}},"Ravindra Phaniraj, Dr. K. Geeta, Sri Lalitha",కె.వరలక్ష్మి,,,,,,,,,,,
K. K. Usha,,,,,,[[K. Sukumaran (judge)|K. Sukumaran]],{{Birth date|1939|7|3|df|=|y}},{{death date and age|2020|10|05|1939|7|3|df|=|yes}},"[[Thrissur]], [[Kerala]], India",,,,,Justice K. K. Usha.jpg,,2,,Justice Usha autograph.png,,,,,,,,,,
K. Maneesha,,,India,,,,{{birth date and age|df|=|yes|1995|04|29}},,"[[Guntur]], [[Andhra Pradesh]], India",,,,,,,,,,,,,,Kukkapalli Maneesha,,,,,
K. R. Meera,,"Novelist, [[short story writer]], [[journalist]], [[screenplay writer]], [[columnist]]",,,,M. S. Dileep,{{birth date and age|df|=|yes|1970|02|19}},,"[[Sasthamkotta]], [[Kollam|Kollam district]], [[Kerala]], India",,,,"''Ave Maria'', ''[[Aarachaar]]''",KR Meera KLF-2016.JPG,,Shruthi Dileep,,,,,[[Kendra Sahitya Akademi Award]]<br>[[Kerala Sahitya Akademi Award]]<br>[[Malayalam literary awards#Odakkuzhal Award|Odakkuzhal Award]]<br>[[Vayalar Award]],,,Indian,,,,
K. Rekha,,"Journalist, short story writer, College Lecture",,,,Mohanlal,,,"[[Irinjalakkuda]], [[Thrissur]]",,,,,K Rekha at Kollam3.resized.JPG,,"Madhavan, Govindhan",,,,,,,,Indian,,,,
K. Saraswathi Amma,,Feminist short story writer,,,,,{{birth date | df|=|yes |1919|04|14}},{{death date and age | df|=|yes |1975|12|26|1919|04|14}},,,,,,K.SaraswathiAmmaPic.jpg,,,,,,,,,,[[India]]n,,,,
Srilata K,,"[[academic]], [[poet]], [[author]]",,,,,1968,,Ranchi,,,,,K_Srilata_Poet_Portrait.jpg,,,,,,,,,,[[India]]n,,,,
K Neelima Chowdary,,,,,,,,,"[[Andhra Pradesh]], [[India]]",,,,,,,,,,,,,,,,,161 cm,,
Kaajal Oza Vaidya,,"author, screenwriter",,,,[[Sanjay Vaidya]],{{birth date and age|df|=|yes|1966|09|29}},,"[[Mumbai]], India",,,,,Kajal Oza Vaidya.JPG,{{url|http://kaajalozavaidya.in/}},son: Tathaagat,,Kaajal Oza Vaidya signature.svg,,,,,,Indian,,,,
Kabita Sinha,,"Poet, novelist, radio director",,,,Bimal Roy Choudhury,1931,1998,"Calcutta, Bengal, British India","Boston, The United States of America",,"Feminist writings, Dissidence movement",,,,,,,,,,Presidency College & Asutosh College,,Indian,,,,
Kadambari Murali Wade,,"Magazine editor, sports journalist",,,,[[Wyly Wade]],{{birth date and age|df|=|yes|1975|08|09}},,"[[Mumbai]], India",,,,,Kadambari Murali Wade 2010 (cropped).jpg,,,,,"Former Editor-in-Chief, ''[[Sports Illustrated]]''",,,,,,,,,
Kajal Saini,,,{{IND}},,,,{{birth date and age|1994|8|31|df|=|yes}},,"[[Rohtak]], India",,,,,,,,,,,,,,Kajal Saini,Indian,,167 cm,,
Kalaivani Srinivasan,,,,,,,{{birth date and age|1999|11|25|df|=|y}},,"[[Chennai]], Tamil Nadu, India",,,,,Kalaivani.jpg,,,,,,,,,,Indian,,,,
Dr. Kalamandalam Radhika,,"Dancer, choreographer and stage performer",,,,,,,[[Bangalore]],,,,,Radhika-kalamandalam-pic.jpg,,,,,,,,,,,,,,
Kalpan Paropkari,,,India,,,,,,[[India]],,,,,,,,,,,,,,,,,,,
Kalpana Dash,,,,,,,7 July 1966,23 May 2019 (aged 52),"[[Dhenkanal, India|Dhenkanal]], [[Odisha]], [[India]]",Mount Everest,,,,,,,,,,,,,,Indian,,,,
Kalpana Dutta (কল্পনা দত্ত),,"[[Indian independence movement]] activist, [[revolutionist]]",,,,,{{Birth date|1913|07|27|df|=|y}},{{death date and age|1995|2|8|1913|7|27|df|=|y}},"Sripur, [[Boalkhali Upazila]], [[Chittagong District]], [[Bengal Presidency|Bengal Province]], [[British India]] (now [[Bangladesh]])","[[Calcutta]] (now [[Kolkata]]), [[West Bengal]], India",,,,File:Sri Kalpana Dutt.jpg,,,,,,,,,,[[India]]n,,,,
Kalpana Debnath,,,,,,,,,"[[Tripura]], [[India]]",,,,,,,,,,,,,,,[[India]]n,,,,
Kalpana Devi Thoudam,,,,,,,{{birth-date and age|24 December 1989}},,"[[Imphal East district|Imphal East]], [[Manipur]], India",,,,,,,,,,,,,,,,,,,
Kalpana Shah,,[[Author]],,,,,{{Birth date and age|df|=|yes|1948|11|30}},,"[[Surat]], [[Gujarat]]",,,,,Kalpana Shah 1.jpg,{{URL|http://kalpanashah.in/}},Nirbhay and Brinda,,,,,,,,,,,,
Kalpanakumari Devi,,,,,,Kanduri Charan Das,1936,28 August 2017,"[[Cuttack]], Khadianta",[[Kolkata]],,,Achihna Basbhumi,Kalpanakumari Devi.jpeg,,,,,,,[[Sahitya Akademi Award]],,,Indian,,,,
Kalyani Dhokarikar,,,India,,,,{{Birth date and age|1971|5|9|df|=|yes}},,"[[Nagpur]], [[India]]",,,,,,,,,,,,,,,,,,,
Kamal Desai,,,,,,,,,,,,,,KamalDesaiPic.jpg,,,,,,,,,Kamal Desai,,,,,
Yumnam Kamala Devi,,,,,,,{{birth date and age|1992|3|4|df|=|y}},,"[[Thoubal]], [[Manipur]], India",,,,,,,,,,,,,,,,,{{height|m|=|1.57}},,
Kamala Markandaya,,Novelist and journalist,,,,,{{Birth date |df|=|yes|1924|01|01}},{{Death date and age|df|=|yes|2004|05|16|1924|01|01}},"[[Mysore]], India","[[London]], [[England]]",,,,KamalaMarkandayaPic.jpg,,,,,,,,,Kamala Purnaiya,,,,,
Kamala Sankrityayan,,"Writer, editor, scholar",,,,,{{Birth date|df|=|yes|1920|8|15}},{{Death date and age|df|=|yes|2009|10|25|1920|8|15}},"[[Kalimpong]], West Bengal, India","[[Darjeeling]], West Bengal, India",,,,Kamala Sankrityayan.JPG,,,,,,,,,,Indian,,,,
Kamala Das,,"Poet, novelist, [[short story writer]]",,,,K. Madhav Das,{{birth date|df|=|yes|1934|03|31}},{{death date and age|df|=|yes|2009|05|31|1934|03|31}},"[[Punnayurkulam]], [[Ponnani taluk]], [[Malabar District]], [[Madras Presidency]], [[British Raj|British India]] (present-day [[Thrissur district]], [[Kerala]], [[India]])","[[Pune]], [[Maharashtra]], India",,,"''[[Ente Katha]]'', ''[[My Story (Das book)|My Story]]'', ''The Descendants''",,,"{{Plainlist |
* [[Madhav Das Nalapat]]
* Chinnen Das
* Jayasurya Das}}",,,,,"[[Ezhuthachan Puraskaram]], [[Vayalar Award]], [[Sahitya Akademi Award]], Asan World Prize, Asian Poetry Prize, Kent Award",,Kamala,Indian,,,,
Kamaladevi Chattopadhyay,,,,,,{{marriage|Krishna Rao|1917|1919}} <br /> {{marriage|[[Harindranath Chattopadhyay]]|1923|1955}},{{Birth date|df|=|yes|1903|04|03}},{{Death date and age|df|=|yes|1988|10|29|1903|04|03}},"[[Mangalore]], [[Madras Presidency]] (in present-day [[Karnataka]]), India","[[Bombay]], [[Maharashtra]], India",,,,Kamaladevi_Chattopadhyay.png,,Ramakrishna Chattopadhyay,,,,,{{nowrap|[[Ramon Magsaysay Award]] (1966)<br />[[Padma Bhushan]] (1955)<br />[[Padma Vibhushan]] (1987)}},,,,,,,
