Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Sant Kanhopatra,,,,,,,15th century (exact date unknown),15th century (exact date unknown),"[[Mangalvedha]], Maharashtra, India","[[Pandharpur]], Maharashtra",,,,,,,,,,"''[[Sant (religion)|Sant]]'' (संत) in Marathi, meaning ""Saint""",,,,,,,,
Kaniha,,[[Actress]]<br />[[Voice actor]]<br />[[Playback singer]]<br />[[TV anchor]],,,,{{Marriage|Shyam Radhakrishnan|2008}},{{birth date and age|df|=|y|1982|7|3}},,"[[Madurai]], [[Tamil Nadu]], India",,,,,,,1,,,,,,,,,,,,
Kareena Kapoor Khan,,Actress,,,,{{marriage|[[Saif Ali Khan]]|2012}},{{Birth date and age|df|=|yes|1980|09|21}},,"[[Bombay, Maharashtra]], India",,,,[[Kareena Kapoor filmography|Full list]],Kareena Kapoor at TOIFA16.jpg,,2,,,,,[[List of awards and nominations received by Kareena Kapoor|Full list]],,,,,,,
Karisma Kapoor,,[[Actor|Actress]],,,,{{marriage|Sanjay Kapur|2003|2016|reason|=|divorced}},{{Birth date and age|df|=|yes|1974|06|25}},,"[[Mumbai|Bombay]], [[Maharashtra]], India (present-day [[Mumbai]])",,,,,KarismaKapoor02.jpg,,2,,,,,,,,,,,,
Karishma Kotak,,{{hlist|Model|actress|TV presenter}},,,,,{{birth date and age|1982|5|26|df|=|y}},,"[[London]], [[England]]",,,"[[Kingfisher Calendar]], [[Bigg Boss (Season 6)|Bigg Boss 6]], [[2013 Indian Premier League|IPL 6]]",,Karishma Kotak at Golkonda Good Eath Design.jpg,{{url|karishmakotak.com}},,,,,,,,,,,,,
Karishma Sharma,,,,,,,{{birth date and age|1993|12|22|df|=|y}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Karishma Sharma graces the launch of Arth restaurant (15) (cropped).jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Karishma Tanna,,{{hlist|Actress|Model|Host}},,,,,{{birth date and age|df|=|yes|1983|12|21}},,"[[Bombay]], [[Maharashtra]], [[India]]",,,,,Karishma Tanna graces the red carpet of Lakme Fashion Week 2018 (05).jpg,,,,,,,,,,[[Indian people|Indian]],,{{height|ft|=|5|in|=|10}},,
Karthika Mathew,,"Actress, model",,,,,,,"[[Kerala]], India",,,,,,,,,,,,,,,,,,,
Karthika Nair,,Actress,,,,,{{Birth date and age|df|=|yes|1992|06|27}},,,,,,,Karthika_-makaramanju_actress.jpg,,,,,,,,,,Indian,,1.78m,,
Karunya Ram,,{{hlist|Actress|model}},,,,,,,,,,,,,,,,,,,,,,[[India]]n,,,,
Kashmira Irani,,Actress,,,,,,,,,,,,KashmiraIrani1122.jpg,,,,,,,,,,Indian,,,,
Kashmera Shah,,[[Actress]],,,,"{{marriage|Brad Listermann|ref| name=""Times""|{{cite news|url=http://m.timesofindia.com/tv/news/hindi/I-de-stress-myself-by-having-sex-Kashmera-Shah/articleshow/12392364.cms|author=Neha Maheshwri|agency=TNN|title=I de-stress myself by having sex: Kashmera Shah|work=[[The Times of India]]|date=26 March 2012|access-date=14 July 2018|archive-date=27 July 2018|archive-url=https://web.archive.org/web/20180727090228/https://m.timesofindia.com/tv/news/hindi/I-de-stress-myself-by-having-sex-Kashmera-Shah/articleshow/12392364.cms|url-status=live}}|</ref>|2001|2007|end|=|divorce}} <br> {{marriage|[[Krushna Abhishek]]|ref|{{cite news|url=http://timesofindia.indiatimes.com/tv/news/hindi/Kashmera-Krushna-secretly-got-married-in-July-2013/articleshow/45922557.cms|author=Neha Maheshwri|title=Kashmera, Krushna secretly got married in July 2013|agency=TNN|work=[[The Times of India]]|date=18 January 2015|access-date=14 July 2018|archive-date=11 September 2018|archive-url=https://web.archive.org/web/20180911033459/https://timesofindia.indiatimes.com/tv/news/hindi/Kashmera-Krushna-secretly-got-married-in-July-2013/articleshow/45922557.cms|url-status=live}}|</ref>|ref| name=""Times""|2012}}",{{birth date and age|1970|12|2|df|=|y}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Kashmera Shah in 2012.jpg,,2,,,,,,,,[[Indian people|Indian]],,,,
Kasturi Pattanaik,,"Performing Artist [[Indian classical dance]] (Odissi Dance) exponent, [[choreographer]], teacher",,,,,{{Birth date and age|df|=|yes|1965|08|03}},,"[[Cuttack]], [[India]]",,,,,File:Kasturi performing at Bhubaneswar.jpg,[http://www.kasturipattanaik.com www.kasturipattanaik.com],,,,,,,,,,,,,
Katrina Kaif,,{{hlist|[[Actor|Actress]]|[[Model (people)|model]]}},,,,,{{birth date and age|df|=|yes|1983|7|16}},,[[British Hong Kong]],,,,[[Katrina Kaif filmography|Full list]],Katrina Kaif promoting Bharat in 2019.jpg,,,,,,,[[List of awards and nominations received by Katrina Kaif|Full list]],,,[[British people|British]],,,,
Kausalya,,"Actress, model",,,,,{{Birth date and age|df|=|yes|1979|12|30}},,"[[Bangalore]], [[Karnataka]], India",,,,,Kausalya actress.jpg,,,,,,,,,,,,,,
Kavitha Lankesh,,[[Film director]],,,,,,,"[[Bangalore]], [[Karnataka]], India",,,,''[[Deveeri]]'' (1999),"Ms Kavita Lankesh, (Director) addressing a press conference at Black Box, Kala Academy during the 37th International Film Festival (IFFI-2006) in Panaji, Goa on November 25, 2006.jpg",{{Official website|kavithalankesh.com}},1,,,,,,[[Bangalore University]],,,,,,
Kaviyoor Ponnamma,,[[Actress]],,,,{{Marriage|M. K. Maniswami|1969|2011|reason|=|his death}},{{birth date and age|df|=|yes|1945|09|10}},,"[[Kaviyoor]], [[Thiruvalla]], India",,,,,Kaviyoor Ponnamma DSW.jpg,,1,,,,,,,,Indian,,,,
Kavya Madhavan,,{{hlist|Film actress|[[Indian classical dance|classical dancer]]|singer|lyricist}},,,,{{unbulleted list|marriage|Nishal Chandra|2009|2011|reason|=|divorced|marriage|[[Dileep (actor)|Dileep]]|2016}} {{marriage|Nishal Chandra|2009|2011|reason|=|divorced}} {{marriage|[[Dileep (actor)|Dileep]]|2016}},{{Birth date and age|df|=|y|1984|9|19}},,,,,,[[Kavya Madhavan#filmography|Full list]],Kavya Madhavan.jpg,,1,,,,,[[List of awards and nominations received by Kavya Madhavan|Full list]],,,,,,,
Keerthi Reddy,,Actress,,,,{{marriage|[[Sumanth]]|2004|2006|reason|=|divorce}},{{birth date and age|1977|01|21|df|=|y}},,,,,,,,,,,,,,,,,Indian,,,,
Keerthy Suresh,,Actress,,,,,{{Birth date and age|1992|10|17|df|=|y}},,"[[Madras]], [[Tamil Nadu]], India",,,,,Keerthy Suresh at Mahanit Audio Launch.png,,,,,,,[[#Awards and nominations|Full list]],,,,,,,
Tulsi Kumar Dua,,{{hlist|[[Playback singing|Playback singer]]|[[Radio jockey]]|[[Musician]]|[[Actress]]}},,[[Gulshan Kumar]],Sudesh Kumari,{{marriage|Hitesh Ralhan|2015}},"{{birth date and age|df|=|yes|1990
|03|15}}",,"[[New Delhi]], [[Delhi]], [[India]]",,,,,Tulsi Kumar in Screen Awards 2019 (5) (cropped).jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Khushbu,,,,,,[[Sundar C]]<br>(m.2000-present),{{birth date and age|df|=|yes|1970|09|29}},,"[[Bombay]], [[Maharashtra]], India",,,,,Kushboo BH (cropped).jpg,,2,,,,,,,,,,,,
Kiara Advani,,"*[[Actress]]
*[[Model (person)|Model]]",,,,,{{birth date and age|df|=|yes|1992|07|31}},,"[[Bombay]] , [[Maharashtra]], India",,,,,Kiara Advani walks for Shyamal-Bhumika at India Couture Week 2018 Day 4 (03) (cropped).jpg,,,,,,,,,,,,,,
Kim Sharma,,{{hlist|[[Actor|Actress]]|[[Model (person)|Model]]}},,,,{{marriage|Ali Punjani|ref|{{cite web|url=https://indianexpress.com/article/entertainment/bollywood/kim-sharma-left-penniless-after-being-dumped-by-husband-here-is-her-answer-4607527/|title=Kim Sharma left penniless after being dumped by husband? Here is her answer|date=10 April 2017|publisher=Indian Express}}|</ref>|2010|2016|end|=|divorce}},,,,,,,''[[Mohabbatein]]'' (2000),Kim Sharma at Baba Siddique 2019 Iftaar party.jpg,,,,,,,,,,,,,,
Kim,,Actress • model,,,,,,,[]],,,,,,,,,,,,,,,,,,,
Kimi Katkar,,Actress and Model,,,,Shantanu Sheorey,{{birth date and age|1961|12|11|df|=|y}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,,,,,,,,,,,,,,,
Kimi Verma,,Actress,,,,,{{Birth date and age|1977|11|20}},,"Punjab, India",,,,,Kimi Verma.jpg,,,,,,,,,,Indian,,,,
Kiran Juneja,,"[[Actress]], [[Talk show host|Host]]",,,,{{marriage|[[Ramesh Sippy]]|1991}},{{birth date and age|1964|02|10|df|=|y}},,"[[New Delhi]], [[India]]",,,,,File:Kiran Juneja at Engagement ceremony of Arjun Hitkari with Gayatri(1) (cropped).jpg,,,,,,,,,,,,,,
Kiran Mazumdar-Shaw,,Founder & chairperson of [[Biocon]],,,,John Shaw,{{Birth date and age|df|=|yes|1953|3|23}},,"[[Bangalore]], [[Karnataka]], India",,,,,Kiran Mazumdar-Shaw HD2014 crop.jpg,,,,,,,[[Othmer Gold Medal]] (2014),,,,,,,
Kiran Rao,,"Film producer, director, and screenwriter",,,,{{marriage|[[Aamir Khan]]|2005|2021|reason|=|divorce}},{{birth date and age|df|=|yes|1973|11|07}},,"[[Bangalore]], [[Karnataka]], India",,,,,Kiran Rao on Day 3 of Lakme Fashion Week 2017.jpg,,1,,,,,,,,,,,,
Kiran Rathod,,Actress,,,,,{{birth date and age|1981|01|11|df|=|yes}},,"[[Jaipur]], [[Rajasthan]], India",,,,,KiranRathod.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Kirat Bhattal,,Actress,,,,"{{marriage|[[Gaurav Kapur]]|November 2, 2014}}",,,"[[Monrovia]], [[Liberia]]",,,,,Kirat Bhattal.jpg,,,,,,,,,,,,,,
Kirron Kher,,"Actress ([[Theatre]], [[Film]], [[TV]]) • Singer • Entertainment Producer • TV talk show host • Politician",,,,{{marriage | Gautam Berry |1979|1985|reason|=|divorced}} <br /> {{marriage| [[Anupam Kher]]   | 1985}},{{birth date and age|1952|6|14|df|=|y}},,"[[Bangalore]], [[Mysore State]], [[India]] (present-day [[Karnataka]])",,,,,Kiron kher colors indian telly awards.jpg,,[[Sikandar Kher|Sikandar Berry Kher]] (son),,,,,,,,Indian,,,,
Kirtana Kumar <br> कीर्तन कुमार,,"Theatre Artist, Theatre Trainer and [[Film Maker]]",,,,Konark Reddy,{{birth date and age|df|=|yes|1966|03|08}},,"[[Bengaluru|Bangalore]], [[Karnataka]]",,,,,,,,,,,,,,,Indian,,,,
Kirti Kulhari,,Actress,,,,{{Marriage|Saahil Sehgal|2016|1 April 2021|reason|=|separated}},,,"[[Mumbai]], [[Maharashtra]], India",,,,,Kirti Kulhari launches Sonia Gandhi's kalamwali.com in 2014 (01).jpg,,,,,,,,,,,,,,
Kitu Gidwani,,"[[actress]], [[model (person)|model]], [[dancer]]",,,,,{{Birth date and age|df|=|yes|1967|10|22}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Kitu Gidwani.jpg,,,,,,,,,,,,,,
Koel Mallick,,[[Actress]],,[[Ranjit Mallick]],Deepa Mallick,{{marriage|[[Nispal Singh]]|1 February2013}},{{Birth date and age|df|=|yes|1982|04|28}},,"[[Kolkata]], [[West Bengal]], India",,,,,Koel Mullick Bengali film actress.jpg,,1 (son),,,,,,,,,,,,
Koel Purie,,"[[Actress]], Anchor",,,,Laurent Rinchet,{{birth date and age|1978|11|25|df|=|yes}},,"[[Delhi]], [[India]]",,,,,Koel Purie.jpg,,,,,,,,,,,,,,
Koena Mitra,,"Actress, Entrepreneur.",,,,,{{birth date and age|df|=|yes|1985|01|07}},,"[[Kolkata|Calcutta]], [[West Bengal]], [[India]]",,,,,Koena Mitra in 2015.jpg,,,,,MissIndia Intercontinental 2004,,Supermodel India 2004<br>Miss Intercontinental 2004 (1st Runner up),[[Lady Brabourne College]],,,,1.70&nbsp;m,,
Komal,,"Actor, film producer",,,,Anasooya,{{Birth date and age|1973|07|04|df|=|yes}},,"[[Mayasandra]], [[Tumkur]], [[Mysore State]] (now [[Karnataka]]), India",,,,,Komal Kumar.jpg,,,,,,,,,,Indian,,,,
Komal Jha,,"Actress, Civil Engineer, Writer",,,,,{{birth date and age|df|=|yes|1987|03|15}},,"[[Ranchi]], [[Bihar]], [[India]]<br> (now in [[Jharkhand]], [[India]])",,,,,Komal_Jha.jpg,,,,,,,,,,Indian,,,,
Konkona Sen Sharma,,{{hlist|Actress|writer|director}},,[[Mukul Sharma (writer)|Mukul Sharma]],[[Aparna Sen]],{{marriage|[[Ranvir Shorey]]|2010|2020 | reason|=|divorced}},{{birth date and age|df|=|yes|1979|12|3}},,"[[Calcutta]], [[West Bengal]], India",,,,,"Konkona Sen Sharma, 21st Jio MAMI Film Festival 2019 (3) (cropped).jpg",,1,,,,,,,,,,,,
Kranti Wankhede,,[[Actress]],,,,[[Sameer Wankhede]],{{birth date and age |df|=|yes|1982|08|17}},,"[[Mumbai]], [[Maharashtra]], India",,,,"[[Item song]] ""Kombdi Palali"" from ''[[Jatra: Hyalagaad Re Tyalagaad|Jatra]]''",Kranti Redkar.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Krishna Bharadwaj,,,,,,Ranganath Bharadwaj,,,"[[Karwar]], [[Karnataka]]",,,,,,,,,,,,,,,Indian,,,,
Krishna Kumari,,Actress,,,,{{marriage|Ajay Mohan Khaitan|1969|2012|reason|=| his death}},{{birth year|6 March 1933}},{{death date and age |2018|1|24|1933|3|6 |df|=|yes}},"[[Naihati]], [[Bengal Presidency|Bengal Province]], [[British India]]","[[Bangalore]], [[Karnataka]], India",,,,KrishnaKumari(actress)Img.jpg,,,,,,,,,,,,,,
K. Krithi Karanth,,"[[Wildlife Conservation]], [[Conservation Biology]], [[Carnivora]] [[Biology]]",,,,,,,"[[Mangalore]], [[Karnataka]]",,,Conservation,,,"[http://www.conservationindia.org/author/krithi Dr K. Krithi Karanth, CWS]",,,,,,,"[[Bachelor's degree|B.S. and B.A.]] in Environmental Science and Geography, [[University of Florida]]; [[Masters Degree|M.E.Sc]] in Environmental Science, [[Yale University]];[[PhD]] Environmental Science and Policy, [[Duke University]];Post Doctoral, [[Columbia University]]",,,,,,
Kriti Kharbanda,,{{hlist|Actress|model}},,,,,"{{Birth date and age|1990
|10|29|df|=|yes}}",,"[[New Delhi]], India",,,,,Kriti Kharbanda attends a friend’s wedding function (04) (cropped).jpg,,,,,,,,,,,,,,
Kriti Sanon,,Actress,,,,,{{Birth date and age |df|=|yes|1990|07|27}},,"[[New Delhi]], [[India]]",,,,,Kriti Sanon At The Special Screening Of Panipat 2019.png,,,,,,,,,,,,,,
Kritika Kamra,,{{hlist|Actress|model}},,,,,{{Birth date and age|1988|10|25|df|=|y}},,"[[Bareilly, Uttar Pradesh]], India",,,,,Kritika Kamra snapped post media interviews (03).jpg,,,,,,,,,,Indian,,,,
Kubbra Sait,,{{hlist|[[Actress]] | [[TV Host]]|[[Model (person)|model]]}},,,,,{{birth date and age|df|=|yes|1983|7|27}},,"[[Bengaluru]], [[Karnataka]], [[India]]",,,The character of Kukkoo in ''[[Sacred Games (TV series)|Sacred Games]]'',,"Kubbra Sait graces the Zee Cine Awards, 2019.jpg",{{url|kubbrasait.com/}},,,,,,,,,,,,,
Kuljeet Randhawa,,,,,,,{{Birth date|df|=|yes|1976|1|29}},{{Death date and age|df|=|yes|2006|2|8|1976|1|1}},"[[Raniganj]], [[Asansol]], [[West Bengal]], India","[[Mumbai]], [[Maharashtra]], India",[[Suicide by hanging]],,,Kuljeet Randhawa.jpg,,,,,,,,,,,,,,
Kulraj Randhawa,,Actress,,,,,16 May 1983,,,,,,,Kulraj at chaar din ki chandani hong kong premiere (cropped).jpg,,,,,,,,,,Indian,,,,
Kumari,,"Actress, Singer",,,,,1921,3 March 2008,"[[Tenali]], [[India]]","[[Vijayawada]], [[India]]",,,,,,,,,,,,,,,,,,
Kumari Kamala,,"Dancer, actress",,,,"{{plainlist |
* [[R. K. Laxman]] (divorced 1960)
* T. V. Lakshminarayanan
*}}",{{Birth date and age|df|=|y|1934|6|16}},,"[[Mayuram]], [[Madras Presidency]]",,,,,Kumari Kamala.jpg,,,,,,,,,,Indian,,,,
Kumkum,,Actress,,,,Sajjad Akbar Khan,{{birth date|1934|4|22|df|=|y}},{{death date and age|2020|7|28|1934|4|22|df|=|y}},"[[Hussainabad (Jharkhand)|Hussainabad]], [[Sheikhpura district]], [[Bihar]]",[[Mumbai]],,,,File:Kumkum.jpeg,,Hadi Ali Abrar - son (film director),,,,,,,,,,,,
Kyra Dutt,,"{{flat list|
*[[Actress]]
*[[Model (people)|Model]]}}",,,,=,,,"[[Kolkata]], [[West Bengal]], India",,,,,Kyra Dutt Martini Queen.jpg,,,,,,,,,,,,,,
Aathira Krishna,,"Violinist, singer, composer",,,,,,,,,,,,,[http://www.athira.in athira.in],,,,,,,,,,,,,
Laila,,[[Actress]],,,,Mehdin (2006–present),{{birth date and age|df|=|yes|1980|10|24}},,,,,,,[[File:Laila (Indian actress).jpg]],{{website|www.laila.net/}},2,,,,,,,,,,,,
Lakshmi,,,,,,"{{plainlist|
* |marriage|Bhaskar|1969|1974|end|=|divorced|
* |marriage|[[Mohan Sharma]]|1975|1980|end|=|divorced|
* |marriage|[[Sivachandran]]|1987|}} {{marriage|Bhaskar|1969|1974|end|=|divorced}} * {{marriage|[[Mohan Sharma]]|1975|1980|end|=|divorced}} * {{marriage|[[Sivachandran]]|1987}}",{{birth date and age|df|=|yes|1952|12|13}},,"[[Madras, Madras State]], India",,,,,Lakshmi at Naan Suvasikkum Sivaji Book Launch.jpg,,2; including [[Aishwarya (actress)|Aishwarya]],,,,,,,,,,,,
Lakshmi Chandrashekar,,{{hlist|Film actress|English teacher}},,,,,1951,,"[[Karnataka]], India",,,,,Lakshmi Chandrashekar.jpg,,,,,,,,,,Indian,,,,
Lakshmi Gopalaswamy,,{{bulleted list|[[Film actress]]|[[Indian classical dance|Classical dancer]]|[[Model (person)|Model]]}},,,,,7 January 1970,,"[[Bengaluru]], [[Karnataka]], [[India]]",,,,,Lakshmi Gopalaswamy DS.jpg,,,,,,,[[Kerala State Film Awards]] Second Best Actress (2002 and 2007),,,{{Ind}},,,,
Lakshmi Manchu,,{{hlist|Actress|producer|[[television presenter]]}},,[[Mohan Babu]],,{{Marriage|Andy Srinivasan|2006}},{{birth date and age|1977|10|08|df|=|yes}},,"[[Madras]], [[Tamil Nadu]], India",,,,,Lakshmi Manchu (cropped).jpg,{{url|lakshmimanchu.com}},1,,,,,,,,,,,,
Lakshmi Menon,,{{hlist|Actress|dancer|singer|student}},,,,,{{birth date and age|df|=|yes|1996|05|19}},,"[[Kochi]], [[Kerala]], India",,,,,Lakshmi Menon at 60th South Filmfare Awards 2013.jpg,,,,,,,,,,,,,,
Raai Laxmi,,"*[[Actress]]
*[[Model (person)|Model]]",,,,,{{Birth date and age|1989|5|5|df|=|y}},,"[[Belgaum, Karnataka]], India",,,,,Raailaxmi.jpg,,,,,,,,,,,,,,
Lakshmy Ramakrishnan,,"Actress, screenwriter, director
 fashion designer",,,,Ramakrishnan,,,"Kerala, India 29 December 1965",,,,,Lakshmy ramakrishnan.jpg,,,,,,,,,,Indian,,,,
Lalita Pawar,,,,,,,{{birth date|1916|4|18|df|=|y}},{{Death date and age|1998|2|24|1916|4|16|df|=|y}},"[[Yeola]], [[Nashik district|Nashik]], [[Bombay Presidency]], [[British Raj|British India]]","[[Pune]], [[Maharashtra]], India",,,,Lalita Pawar (1916—1998).jpg,,1,,,,,1959: [[Filmfare Best Supporting Actress Award]] for her role in ''[[Anari (1959 film)|Anari]]''<br>1961: [[Sangeet Natak Akademi Award]] - Acting,,,,,,,
Lalitha Sivakumar,,"Musician, Teacher, Composer, Vocalist",,,,,,,"Tamil Nadu, India",,,,,Lalitha Sivakumar.jpg,,,,,,,,,,,,,,
Lara Dutta,,{{Hlist|Model|actor|entrepreneur}},,,,{{marriage|[[Mahesh Bhupathi]]|2011}},{{birth date and age|1978|04|16|df|=|y}},,"[[Ghaziabad, Uttar Pradesh]], [[India]]",,,,,Lara Dutta at the grand finale of Miss Diva 2020 contest (Close up).jpg,,1,,,[[Gladrags Manhunt and Megamodel Contest|Gladrags Megamodel India 1995]]<br/>(Winner)<br/> Miss Intercontinental 1997<br/>(Winner)<br/> [[Femina Miss India#Miss Universe|Femina Miss India 2000]]<br/>(Winner)<br/> [[Miss Universe 2000]]<br/>(Winner),,[[#Awards and nominations|Full list]],"[[The Frank Anthony Public School, Bangalore]]",,,,,,
Lauren Gottlieb,,"Actress, dancer",,,,,{{birth date and age|1988|06|08}},,"[[Scottsdale, Arizona|Scottsdale]], [[Arizona]], [[United States|U.S.]]",,,,,Lauren-gottlieb-most-stylish-awards-2016-best-dressed.jpg,,,,,,,,,,,,,Brown,Brown
Lavanya Tripathi,,{{hlist|Actress|model|dancer}},,,,,{{birth date and age|df|=|yes|1990|12|15}},,"[[Ayodhya, Uttar Pradesh]], [[India]]",,,,,Lavanya tripati from the sets of mister.png,,,,,,,,,,,,,,
Laxmi Chhaya,,{{hlist|Actress|dancer|teacher}},,,,,{{Birth date|df|=|yes|1948|01|7}},{{Death date and age|df|=|yes|2004|05|09|1948|01|07}},"[[Mumbai]], [[India]]","[[Mumbai, India]]",,,,Laxmi Chhaya in Teesri Manzil.jpg,,,,,,,,,,,,,,
Laxmi Gautam,,academic,,,,,c. 1963,,[[Vrindavan]],,,,,,,,,,,,,Agra University,,Indian,,,,
Laya,,{{hlist|Actress|[[Kuchipudi]] dancer}},,,,{{marriage|Ganesh Gorty|2006}},,,"[[Vijayawada]], [[Andhra Pradesh]], India",,,,,,,,,,,,,,,,,,,
Leela Chitnis,,"Film actor, theatre actor",,,,[[Gajanan Yashwant Chitnis]],{{Birth date|df|=|yes|1909|9|9}},{{Death date and age|df|=|yes|2003|7|14|1909|9|9}},"[[Dharwad]],  [[Bombay Presidency]], [[British Raj|British India]] (present-day [[Karnataka]], [[India]])","[[Danbury, Connecticut|Danbury]], [[Connecticut]], [[U.S.]]",,,,LeelaChitnis.jpg,,,,,,,,,,,,,,
Leela Gandhi,,,,,,,,,"[[Mumbai]], India",,,,,,,,,,,,,,,,,,,
Leela Omchery,,"Singer, [[musicologist]], writer",,,,[[Omchery N. N. Pillai]],1929,,"Thiruvattar, Kanyakumari, India",,,,,"A portrait of Leela Omchery who will be presented with the Sangeet Natak Akademi Award for Traditional & Folk Music - Kerala by the President Dr. A.P.J Abdul Kalam in New Delhi on October 26, 2004.jpg",http://leelaomchery.org,,,,,,[[Padmashri]]<br>[[Sangeet Natak Academi Award|Kendra Sangeet Natak Academy Award]]<br>Marunaadan Malayaali Award<br>Fellow – [[Kerala Sangeetha Nataka Akademi]]<br>Sangeeta Kulapathi<br>Sangeet Kovida<br>Kalaacharya<br>Sangeeta Sarva Bhouma,,,,,,,
Leela Roy Ghosh,,{{hlist|Actress|voice actress|director|theater artist}},,,,,{{Birth based on age at death|64|2012|5|11|df|=|y}},11 May 2012 (aged 64),,"[[Mumbai]], [[Maharashtra]], India",,,,,,[[Mona Ghosh Shetty]],,,,,,,,,,,,
Leela Samson,,"Chairperson: [[Central Board of Film Certification]] (2011–15)<br />Director: [[Kalakshetra]] (2005–13)<br />Chairperson: [[Sangeet Natak Akademi]] (2010–14)<br />Actor: ''[[OK Kanmani]]'' (2015), ''[[Adithya Varma]]'' (2019), ''[[Sillu Karupatti]]'' (2019)",,,,,{{birth date and age|df|=|yes|1951|05|06}},,"[[Coonoor|Kunnoor]], [[The Nilgiris District|Nilgiris]], [[Tamil Nadu]]",,,,,File:Leelasamson2.jpg,"{{URL|http://www.leelasamsondance.com}} [[Padma Shri]], [[Sangeet Natak Akademi Award]], [[Kalaimamani]]",,,,,,,,,,,,,
Leelavathi,,"Actress, film producer, writer, philanthropist",,,,,{{birth year|1937}},,"[[Mangalore]], [[Madras Presidency]], [[British India]]<br/>(now in [[Karnataka]], India)",,,,,Dr. Leelavati.jpg,[http://www.drmleelavathi.com/ Personal website],[[Vinod Raj]],,,,,,,,,,,,
Leena Chandavarkar,,[[Actress]],,,,{{married|Siddharth Bandodkar|1975|1976|reason|=|died}} <br/> {{married|[[Kishore Kumar]]|1980|1987|reason|=|died}},{{Birth date and age|1950|08|29|df|=|y}},,"[[Dharawad]], [[Karnataka]], [[India]]",,,,,Leena Chandavarkar.jpg,,Sumit Kumar,,,,,,,,[[Indian people|Indian]],,,,
Leena Jumani,,{{hlist|Model|actress}},,,,,,,"[[Ahmedabad]], [[Gujarat]], [[India]]",,,,,Lina Jumani.jpg,,,,,,,,,,,,,,
Leena Yadav,,"Film director, producer, editor and screenwriter",,,,,"6 January 1971<br/>
(50 years)",,,,,,,,,,,,,,,,,Indian,,,,
Lekha Washington,,"Actor, product designer, artist, lyricist",,,,,30 April,,"[[Madras]], [[Tamil Nadu]], India",,,,,Lekha_Washington.jpg,,,,,,,,,,,,,,
Lena,,{{hlist|Actor|Scriptwriter}},,,,,{{Birth date and age|1981|03|18|df|=|yes}},,"[[Kochi]], [[Ernakulam district|Ernakulam]], [[Kerala]], India",,,,,Lena Malayalam Actress.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Leslie Tripathy,,"Actress, model",,,,,,,"[[Kendrapada]], [[Odisha]], India",,,,,File:Leslie Tripathy at 19th Transmedia Gujarati Film And TV Awards.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Lillete Dubey,,"Actress, director",,,,{{Marriage|Ravi Dubey|1978|2015|end|=|died}},{{Birth date and age|df|=|yes|1953|9|7}},,"[[Pune]], [[Bombay State]], India",,,,,Lillete Dubey at Marigold Premiere.jpg,,[[Neha Dubey]]<br/>[[Ira Dubey]],,,,,,,,,,,,
Lisa Haydon,,"Model, actress, TV presenter",,,,{{marriage|[[Dino Lalvani]]|2016}},{{birth date and age|df|=|yes|1986|6|17}},,"[[Chennai]], [[Tamil Nadu]], India",,,,,Lisa Haydon snapped wearing Mishru’s Supernova collection (02) (cropped).jpg,,3,,,,,,,,,,,,
